OBJECTID,lat,long,hoverText,heading,weeklyImpr,productTyp,POINT_X,POINT_Y
1771,33.3778,-112.073703,"WB BASELINE RD FS CENTRAL AVE
",W,57501,SHELTERS,-12475987.55,3945558.634
1772,33.37779,-112.087311,"WB BASELINE RD FS 9TH AVE
",E,84436,SHELTERS,-12477502.38,3945557.301
1773,33.37779,-112.087311,"WB BASELINE RD FS 9TH AVE
",W,49675,SHELTERS,-12477502.38,3945557.301
1774,33.640235,-112.091806,"WB BELL RD FS 15TH AVE
",E,77721,SHELTERS,-12478002.77,3980596.071
1775,33.640235,-112.091806,"WB BELL RD FS 15TH AVE
",W,46019,SHELTERS,-12478002.77,3980596.071
1776,33.640229,-112.096209,"WB BELL RD FS 17TH AVE
",E,77721,SHELTERS,-12478492.91,3980595.269
1777,33.640229,-112.096209,"WB BELL RD FS 17TH AVE
",W,45292,SHELTERS,-12478492.91,3980595.269
1778,33.640294,-112.100707,"WB BELL RD FS 19TH AVE
",E,110315,SHELTERS,-12478993.62,3980603.96
1779,33.640294,-112.100707,"WB BELL RD FS 19TH AVE
",W,64177,SHELTERS,-12478993.62,3980603.96
1780,33.640192,-112.106207,"WB BELL RD FS 21ST AVE
",E,111697,SHELTERS,-12479605.88,3980590.322
1781,33.640192,-112.106207,"WB BELL RD FS 21ST AVE
",W,64195,SHELTERS,-12479605.88,3980590.322
1782,33.639793,-112.130308,"WB BELL RD FS 33RD AVE
",E,108653,SHELTERS,-12482288.79,3980536.971
1783,33.639793,-112.130308,"WB BELL RD FS 33RD AVE
",W,62270,SHELTERS,-12482288.79,3980536.971
1784,33.639793,-112.134806,"WB BELL RD FS 35TH AVE
",E,96880,SHELTERS,-12482789.5,3980536.971
1785,33.639793,-112.134806,"WB BELL RD FS 35TH AVE
",W,57014,SHELTERS,-12482789.5,3980536.971
1786,33.639494,-112.152505,"WB BELL RD FS 43RD AVE
",E,88769,SHELTERS,-12484759.75,3980496.991
1787,33.639494,-112.152505,"WB BELL RD FS 43RD AVE
",W,51919,SHELTERS,-12484759.75,3980496.991
1788,33.639194,-112.165207,"WB BELL RD FS 49TH AVE
",E,88769,SHELTERS,-12486173.73,3980456.878
1789,33.639194,-112.165207,"WB BELL RD FS 49TH AVE
",W,51979,SHELTERS,-12486173.73,3980456.878
1790,33.640294,-112.083306,"WB BELL RD FS 7TH AVE
",E,77721,SHELTERS,-12477056.55,3980603.96
1791,33.640294,-112.083306,"WB BELL RD FS 7TH AVE
",W,45292,SHELTERS,-12477056.55,3980603.96
1792,33.639896,-112.118013,"WB BELL RD FS I-17 FWY
",E,109110,SHELTERS,-12480920.12,3980550.743
1793,33.639896,-112.118013,"WB BELL RD FS I-17 FWY
",W,65027,SHELTERS,-12480920.12,3980550.743
1794,33.524249,-112.100714,"WB BETHANY HOME RD FS 19TH AVE
",E,115128,SHELTERS,-12478994.4,3965097.789
1795,33.524249,-112.100714,"WB BETHANY HOME RD FS 19TH AVE
",W,69033,SHELTERS,-12478994.4,3965097.789
1796,33.524132,-112.108713,"WB BETHANY HOME RD FS 23RD AVE
",E,115128,SHELTERS,-12479884.84,3965082.165
1797,33.524132,-112.108713,"WB BETHANY HOME RD FS 23RD AVE
",W,69033,SHELTERS,-12479884.84,3965082.165
1798,33.52414,-112.117508,"WB BETHANY HOME RD FS 27TH AVE
",E,93246,SHELTERS,-12480863.9,3965083.233
1799,33.52414,-112.117508,"WB BETHANY HOME RD FS 27TH AVE
",W,55666,SHELTERS,-12480863.9,3965083.233
1800,33.524074,-112.130702,"WB BETHANY HOME RD FS 33RD AVE
",E,93246,SHELTERS,-12482332.65,3965074.42
1801,33.524074,-112.130702,"WB BETHANY HOME RD FS 33RD AVE
",W,55666,SHELTERS,-12482332.65,3965074.42
1802,33.524059,-112.134708,"WB BETHANY HOME RD FS 35TH AVE
",E,80602,SHELTERS,-12482778.59,3965072.417
1803,33.524059,-112.134708,"WB BETHANY HOME RD FS 35TH AVE
",W,48612,SHELTERS,-12482778.59,3965072.417
1804,33.582551,-112.003807,"EB SHEA BLVD FS 36TH ST
",W,117672,SHELTERS,-12468206.76,3972885.615
1805,33.582551,-112.003807,"EB SHEA BLVD FS 36TH ST
",E,68299,SHELTERS,-12468206.76,3972885.615
1806,33.582551,-112.003807,EB SHEA BLVD FS 36TH ST,N,0,BENCHES,-12468206.76,3972885.615
1807,33.523919,-112.083207,"WB BETHANY HOME RD FS 7TH AVE
",S,73459,BENCHES,-12477045.53,3965053.723
1808,33.524128,-112.113298,"WB BETHANY HOME RD FS I-17 FWY
",E,127934,SHELTERS,-12480395.24,3965081.631
1809,33.524128,-112.113298,"WB BETHANY HOME RD FS I-17 FWY
",W,75507,SHELTERS,-12480395.24,3965081.631
1810,33.436799,-112.100503,"WB BUCKEYE RD FS 19TH AVE
",S,33868,BENCHES,-12478970.91,3953426.284
1811,33.436994,-112.152507,"WB BUCKEYE RD FS 43RD AVE
",E,62178,SHELTERS,-12484759.97,3953452.297
1812,33.436994,-112.152507,"WB BUCKEYE RD FS 43RD AVE
",W,36843,SHELTERS,-12484759.97,3953452.297
1813,33.436879,-112.16975,"WB BUCKEYE RD FS 51ST AVE
",E,63147,SHELTERS,-12486679.45,3953436.956
1814,33.436879,-112.16975,"WB BUCKEYE RD FS 51ST AVE
",W,38486,SHELTERS,-12486679.45,3953436.956
1815,33.436931,-112.074272,"WB BUCKEYE RD FS CENTRAL AVE
",E,48938,SHELTERS,-12476050.89,3953443.893
1816,33.436931,-112.074272,"WB BUCKEYE RD FS CENTRAL AVE
",W,31242,SHELTERS,-12476050.89,3953443.893
1817,33.596466,-112.13471,"WB CACTUS RD FS 35TH AVE
",E,83961,SHELTERS,-12482778.82,3974745.122
1818,33.596466,-112.13471,"WB CACTUS RD FS 35TH AVE
",W,49915,SHELTERS,-12482778.82,3974745.122
1819,33.582516,-111.960214,"EB SHEA BLVD FS 56TH ST
",N,92728,BENCHES,-12463354.01,3972880.939
1820,33.596492,-112.143206,"WB CACTUS RD FS 39TH AVE
",E,83961,SHELTERS,-12483724.59,3974748.596
1821,33.596492,-112.143206,"WB CACTUS RD FS 39TH AVE
",W,49915,SHELTERS,-12483724.59,3974748.596
1822,33.596417,-112.15251,"WB CACTUS RD FS 43RD AVE
",E,61889,SHELTERS,-12484760.3,3974738.573
1823,33.596417,-112.15251,"WB CACTUS RD FS 43RD AVE
",W,37342,SHELTERS,-12484760.3,3974738.573
1824,33.582383,-111.955991,"EB SHEA BLVD FS 58TH ST
",N,92728,BENCHES,-12462883.91,3972863.167
1825,33.509785,-112.096211,"WB CAMELBACK RD FS 17TH AVE
",E,83846,SHELTERS,-12478493.13,3963166.539
1826,33.509785,-112.096211,"WB CAMELBACK RD FS 17TH AVE
",W,50620,SHELTERS,-12478493.13,3963166.539
1827,33.509507,-112.126014,"WB CAMELBACK RD FS 31ST AVE
",E,99711,SHELTERS,-12481810.78,3963129.423
1828,33.509507,-112.126014,"WB CAMELBACK RD FS 31ST AVE
",W,59527,SHELTERS,-12481810.78,3963129.423
1829,33.509501,-112.134806,"WB CAMELBACK RD FS 35TH AVE
",E,100777,SHELTERS,-12482789.5,3963128.622
1830,33.509501,-112.134806,"WB CAMELBACK RD FS 35TH AVE
",W,60021,SHELTERS,-12482789.5,3963128.622
1831,33.50944,-112.07939,"WB CAMELBACK RD FS 3RD AVE
",E,84513,SHELTERS,-12476620.62,3963120.478
1832,33.50944,-112.07939,"WB CAMELBACK RD FS 3RD AVE
",W,49739,SHELTERS,-12476620.62,3963120.478
1833,33.509548,-112.083209,"WB CAMELBACK RD FS 7TH AVE
",E,83846,SHELTERS,-12477045.75,3963134.897
1834,33.509548,-112.083209,"WB CAMELBACK RD FS 7TH AVE
",W,50620,SHELTERS,-12477045.75,3963134.897
1835,33.509441,-112.074501,"WB CAMELBACK RD FS CENTRAL AVE
",E,87164,SHELTERS,-12476076.38,3963120.611
1836,33.509441,-112.074501,"WB CAMELBACK RD FS CENTRAL AVE
",W,53791,SHELTERS,-12476076.38,3963120.611
1837,33.509494,-112.149206,"WB CAMELBACK RD FS 42ND AVE
",E,101352,SHELTERS,-12484392.5,3963127.687
1838,33.509494,-112.149206,"WB CAMELBACK RD FS 42ND AVE
",W,60027,SHELTERS,-12484392.5,3963127.687
1839,33.567597,-112.108708,"WB DUNLAP AVE FS 23RD AVE
",E,92139,SHELTERS,-12479884.29,3970887.598
1840,33.567597,-112.108708,"WB DUNLAP AVE FS 23RD AVE
",W,56340,SHELTERS,-12479884.29,3970887.598
1841,33.567599,-112.113005,"WB DUNLAP AVE FS 25TH AVE
",E,92139,SHELTERS,-12480362.63,3970887.866
1842,33.567599,-112.113005,"WB DUNLAP AVE FS 25TH AVE
",W,56340,SHELTERS,-12480362.63,3970887.866
1843,33.567612,-112.121712,"WB DUNLAP AVE FS 29TH AVE
",E,100556,SHELTERS,-12481331.89,3970889.602
1844,33.567612,-112.121712,"WB DUNLAP AVE FS 29TH AVE
",W,58408,SHELTERS,-12481331.89,3970889.602
1845,33.567649,-112.125796,"WB DUNLAP AVE FS 31ST AVE
",S,70987,BENCHES,-12481786.52,3970894.545
1846,33.567694,-112.134506,"WB DUNLAP AVE FS 35TH AVE
",E,77326,SHELTERS,-12482756.11,3970900.558
1847,33.567694,-112.134506,"WB DUNLAP AVE FS 35TH AVE
",W,49252,SHELTERS,-12482756.11,3970900.558
1848,33.567623,-112.083212,"WB DUNLAP AVE FS 7TH AVE
",E,84965,SHELTERS,-12477046.09,3970891.072
1849,33.567623,-112.083212,"WB DUNLAP AVE FS 7TH AVE
",W,49801,SHELTERS,-12477046.09,3970891.072
1850,33.567788,-112.074512,"WB DUNLAP AVE FS CENTRAL AVE
",E,69466,SHELTERS,-12476077.61,3970913.116
1851,33.567788,-112.074512,"WB DUNLAP AVE FS CENTRAL AVE
",W,45068,SHELTERS,-12476077.61,3970913.116
1852,33.58243,-112.011514,"EB SHEA BLVD NS 33RD ST
",W,51752,SHELTERS,-12469064.7,3972869.447
1853,33.58243,-112.011514,"EB SHEA BLVD NS 33RD ST
",E,31293,SHELTERS,-12469064.7,3972869.447
1854,33.582593,-111.977103,"EB SHEA BLVD NS TATUM BLVD
",N,139101,BENCHES,-12465234.09,3972891.228
1855,33.538701,-112.099891,"WB GLENDALE AVE FS 19TH AVE
",E,106712,SHELTERS,-12478902.78,3967027.759
1856,33.538701,-112.099891,"WB GLENDALE AVE FS 19TH AVE
",W,64979,SHELTERS,-12478902.78,3967027.759
1857,33.538693,-112.135306,"WB GLENDALE AVE FS 35TH AVE
",E,86789,SHELTERS,-12482845.16,3967026.69
1858,33.538693,-112.135306,"WB GLENDALE AVE FS 35TH AVE
",W,51654,SHELTERS,-12482845.16,3967026.69
1859,33.53842,-112.082801,"WB GLENDALE AVE FS 7TH AVE
",E,77489,SHELTERS,-12477000.33,3966990.23
1860,33.53842,-112.082801,"WB GLENDALE AVE FS 7TH AVE
",W,46714,SHELTERS,-12477000.33,3966990.23
1861,33.538542,-112.138302,"WB GLENDALE AVE NS 37TH AVE
",E,86789,SHELTERS,-12483178.68,3967006.523
1862,33.538542,-112.138302,"WB GLENDALE AVE NS 37TH AVE
",W,51654,SHELTERS,-12483178.68,3967006.523
1863,33.495005,-112.091808,"WB INDIAN SCHOOL RD FS 15TH AVE
",E,87420,SHELTERS,-12478002.99,3961193.43
1864,33.495005,-112.091808,"WB INDIAN SCHOOL RD FS 15TH AVE
",W,46426,SHELTERS,-12478002.99,3961193.43
1865,33.495084,-112.100308,"WB INDIAN SCHOOL RD FS 19TH AVE
",E,111141,SHELTERS,-12478949.2,3961203.975
1866,33.495084,-112.100308,"WB INDIAN SCHOOL RD FS 19TH AVE
",W,65217,SHELTERS,-12478949.2,3961203.975
1867,33.495005,-112.117509,"WB INDIAN SCHOOL RD FS 27TH AVE
",E,144986,SHELTERS,-12480864.01,3961193.43
1868,33.495005,-112.117509,"WB INDIAN SCHOOL RD FS 27TH AVE
",W,85897,SHELTERS,-12480864.01,3961193.43
1869,33.495004,-112.126005,"WB INDIAN SCHOOL RD FS 31ST AVE
",E,144986,SHELTERS,-12481809.78,3961193.296
1870,33.495004,-112.126005,"WB INDIAN SCHOOL RD FS 31ST AVE
",W,85897,SHELTERS,-12481809.78,3961193.296
1871,33.494966,-112.152208,"WB INDIAN SCHOOL RD FS 43RD AVE
",E,125180,SHELTERS,-12484726.69,3961188.224
1872,33.494966,-112.152208,"WB INDIAN SCHOOL RD FS 43RD AVE
",W,73737,SHELTERS,-12484726.69,3961188.224
1873,33.494988,-112.156305,"WB INDIAN SCHOOL RD FS 45TH CIR
",E,125180,SHELTERS,-12485182.76,3961191.16
1874,33.494988,-112.156305,"WB INDIAN SCHOOL RD FS 45TH CIR
",W,73737,SHELTERS,-12485182.76,3961191.16
1875,33.495006,-112.169512,"WB INDIAN SCHOOL RD FS 51ST AVE
",E,99607,SHELTERS,-12486652.96,3961193.563
1876,33.495006,-112.169512,"WB INDIAN SCHOOL RD FS 51ST AVE
",W,57329,SHELTERS,-12486652.96,3961193.563
1877,33.495038,-112.173707,"WB INDIAN SCHOOL RD FS 53RD AVE
",E,99960,SHELTERS,-12487119.94,3961197.835
1878,33.495038,-112.173707,"WB INDIAN SCHOOL RD FS 53RD AVE
",W,58752,SHELTERS,-12487119.94,3961197.835
1879,33.495101,-112.187006,"WB INDIAN SCHOOL RD FS 59TH AVE
",E,74875,SHELTERS,-12488600.38,3961206.245
1880,33.495101,-112.187006,"WB INDIAN SCHOOL RD FS 59TH AVE
",W,44619,SHELTERS,-12488600.38,3961206.245
1881,33.494862,-112.20401,"WB INDIAN SCHOOL RD FS 67TH AVE
",E,86756,SHELTERS,-12490493.26,3961174.341
1882,33.494862,-112.20401,"WB INDIAN SCHOOL RD FS 67TH AVE
",W,52192,SHELTERS,-12490493.26,3961174.341
1883,33.494766,-112.216507,"WB INDIAN SCHOOL RD FS 73RD AVE
",E,86756,SHELTERS,-12491884.42,3961161.526
1884,33.494766,-112.216507,"WB INDIAN SCHOOL RD FS 73RD AVE
",W,52192,SHELTERS,-12491884.42,3961161.526
1885,33.494714,-112.221198,"WB INDIAN SCHOOL RD FS 75TH AVE
",E,62618,SHELTERS,-12492406.62,3961154.585
1886,33.494714,-112.221198,"WB INDIAN SCHOOL RD FS 75TH AVE
",W,37814,SHELTERS,-12492406.62,3961154.585
1887,33.494628,-112.225806,"WB INDIAN SCHOOL RD FS 77TH AVE
",E,62618,SHELTERS,-12492919.58,3961143.105
1888,33.494628,-112.225806,"WB INDIAN SCHOOL RD FS 77TH AVE
",W,37814,SHELTERS,-12492919.58,3961143.105
1889,33.494939,-112.083811,"WB INDIAN SCHOOL RD FS 7TH AVE
",E,89239,SHELTERS,-12477112.77,3961184.62
1890,33.494939,-112.083811,"WB INDIAN SCHOOL RD FS 7TH AVE
",W,53044,SHELTERS,-12477112.77,3961184.62
1891,33.494792,-112.065812,"WB INDIAN SCHOOL RD FS 7TH ST
",E,92464,SHELTERS,-12475109.13,3961164.997
1892,33.494792,-112.065812,"WB INDIAN SCHOOL RD FS 7TH ST
",W,54673,SHELTERS,-12475109.13,3961164.997
1893,33.494426,-112.234147,"WB INDIAN SCHOOL RD FS 81ST AVE
",E,62618,SHELTERS,-12493848.09,3961116.141
1894,33.494426,-112.234147,"WB INDIAN SCHOOL RD FS 81ST AVE
",W,37814,SHELTERS,-12493848.09,3961116.141
1895,33.494861,-112.074052,"WB INDIAN SCHOOL RD FS CENTRAL AVE
",E,118907,SHELTERS,-12476026.4,3961174.208
1896,33.494861,-112.074052,"WB INDIAN SCHOOL RD FS CENTRAL AVE
",W,68975,SHELTERS,-12476026.4,3961174.208
1897,33.495033,-112.113803,"WB INDIAN SCHOOL RD FS I-17 FWY
",E,153328,SHELTERS,-12480451.46,3961197.167
1898,33.495033,-112.113803,"WB INDIAN SCHOOL RD FS I-17 FWY
",W,90192,SHELTERS,-12480451.46,3961197.167
1899,33.494929,-112.199709,"WB INDIAN SCHOOL RD FS 64TH DR
",E,74875,SHELTERS,-12490014.47,3961183.285
1900,33.494929,-112.199709,"WB INDIAN SCHOOL RD FS 64TH DR
",W,44619,SHELTERS,-12490014.47,3961183.285
1901,33.49504,-112.142006,"WB INDIAN SCHOOL RD NS 39TH AVE
",E,121566,SHELTERS,-12483591,3961198.102
1902,33.49504,-112.142006,"WB INDIAN SCHOOL RD NS 39TH AVE
",W,70085,SHELTERS,-12483591,3961198.102
1903,33.393281,-112.025003,"EB SOUTHERN AVE FS 26TH ST
",W,52741,SHELTERS,-12470566.29,3947622.543
1904,33.393281,-112.025003,"EB SOUTHERN AVE FS 26TH ST
",E,26786,SHELTERS,-12470566.29,3947622.543
1905,33.465984,-112.113006,"WB MCDOWELL RD FS 25TH AVE
",E,80893,SHELTERS,-12480362.74,3957320.147
1906,33.465984,-112.113006,"WB MCDOWELL RD FS 25TH AVE
",W,48161,SHELTERS,-12480362.74,3957320.147
1907,33.466001,-112.117708,"WB MCDOWELL RD FS 27TH AVE
",E,51991,SHELTERS,-12480886.16,3957322.416
1908,33.466001,-112.117708,"WB MCDOWELL RD FS 27TH AVE
",W,34671,SHELTERS,-12480886.16,3957322.416
1909,33.466005,-112.12221,"WB MCDOWELL RD FS 29TH AVE
",S,44029,BENCHES,-12481387.32,3957322.95
1910,33.466022,-112.152507,"WB MCDOWELL RD FS 43RD AVE
",E,75967,SHELTERS,-12484759.97,3957325.218
1911,33.466022,-112.152507,"WB MCDOWELL RD FS 43RD AVE
",W,45095,SHELTERS,-12484759.97,3957325.218
1912,33.466029,-112.169709,"WB MCDOWELL RD FS 51ST AVE
",E,56367,SHELTERS,-12486674.89,3957326.152
1913,33.466029,-112.169709,"WB MCDOWELL RD FS 51ST AVE
",W,34421,SHELTERS,-12486674.89,3957326.152
1914,33.466026,-112.187007,"WB MCDOWELL RD FS 59TH AVE
",E,63931,SHELTERS,-12488600.49,3957325.752
1915,33.466026,-112.187007,"WB MCDOWELL RD FS 59TH AVE
",W,38497,SHELTERS,-12488600.49,3957325.752
1916,33.465909,-112.203544,"WB MCDOWELL RD FS 67TH AVE
",E,61914,SHELTERS,-12490441.38,3957310.139
1917,33.465909,-112.203544,"WB MCDOWELL RD FS 67TH AVE
",W,40485,SHELTERS,-12490441.38,3957310.139
1918,33.465364,-112.238507,"WB MCDOWELL RD FS 83RD AVE
",E,48075,SHELTERS,-12494333.45,3957237.413
1919,33.465364,-112.238507,"WB MCDOWELL RD FS 83RD AVE
",W,29418,SHELTERS,-12494333.45,3957237.413
1920,33.465799,-112.074704,"WB MCDOWELL RD FS CENTRAL AVE
",E,71383,SHELTERS,-12476098.98,3957295.46
1921,33.465799,-112.074704,"WB MCDOWELL RD FS CENTRAL AVE
",W,41449,SHELTERS,-12476098.98,3957295.46
1922,33.466022,-112.139301,"WB MCDOWELL RD FS 37TH AVE
",E,59343,SHELTERS,-12483289.89,3957325.218
1923,33.466022,-112.139301,"WB MCDOWELL RD FS 37TH AVE
",W,36062,SHELTERS,-12483289.89,3957325.218
1924,33.466026,-112.15051,"WB MCDOWELL RD NS 43RD AVE
",E,59343,SHELTERS,-12484537.67,3957325.752
1925,33.466026,-112.15051,"WB MCDOWELL RD NS 43RD AVE
",W,36062,SHELTERS,-12484537.67,3957325.752
1926,33.553194,-112.104451,"WB NORTHERN AVE FS 21ST AVE
",E,113554,SHELTERS,-12479410.4,3968963.528
1927,33.553194,-112.104451,"WB NORTHERN AVE FS 21ST AVE
",W,71706,SHELTERS,-12479410.4,3968963.528
1928,33.392493,-111.994807,"EB SOUTHERN AVE FS 40TH ST
",W,72995,SHELTERS,-12467204.89,3947517.479
1929,33.392493,-111.994807,"EB SOUTHERN AVE FS 40TH ST
",E,43485,SHELTERS,-12467204.89,3947517.479
1930,33.553194,-112.100506,"WB NORTHERN AVE FS 19TH AVE
",E,119139,SHELTERS,-12478971.25,3968963.528
1931,33.553194,-112.100506,"WB NORTHERN AVE FS 19TH AVE
",W,71706,SHELTERS,-12478971.25,3968963.528
1932,33.553193,-112.117506,"WB NORTHERN AVE FS 27TH AVE
",E,87681,SHELTERS,-12480863.68,3968963.395
1933,33.553193,-112.117506,"WB NORTHERN AVE FS 27TH AVE
",W,52389,SHELTERS,-12480863.68,3968963.395
1934,33.553193,-112.135005,"WB NORTHERN AVE FS 35TH AVE
",S,56946,BENCHES,-12482811.66,3968963.395
1935,33.553194,-112.113206,"WB NORTHERN AVE FS I-17 FWY
",E,110871,SHELTERS,-12480385,3968963.528
1936,33.553194,-112.113206,"WB NORTHERN AVE FS I-17 FWY
",W,68297,SHELTERS,-12480385,3968963.528
1937,33.553195,-112.109506,"WB NORTHERN AVE NS 24TH AVE
",E,119139,SHELTERS,-12479973.12,3968963.662
1938,33.553195,-112.109506,"WB NORTHERN AVE NS 24TH AVE
",W,71706,SHELTERS,-12479973.12,3968963.662
1939,33.582078,-112.105213,"WB PEORIA AVE FS 21ST AVE
",E,69163,SHELTERS,-12479495.23,3972822.412
1940,33.582078,-112.105213,"WB PEORIA AVE FS 21ST AVE
",W,41310,SHELTERS,-12479495.23,3972822.412
1941,33.582193,-112.100206,"WB PEORIA AVE FS 19TH AVE
",E,69163,SHELTERS,-12478937.85,3972837.779
1942,33.582193,-112.100206,"WB PEORIA AVE FS 19TH AVE
",W,41310,SHELTERS,-12478937.85,3972837.779
1943,33.582037,-112.108714,"WB PEORIA AVE FS 23RD AVE
",E,90407,SHELTERS,-12479884.96,3972816.934
1944,33.582037,-112.108714,"WB PEORIA AVE FS 23RD AVE
",W,53245,SHELTERS,-12479884.96,3972816.934
1945,33.377655,-112.068805,"EB BASELINE RD FS JESSE OWENS PKY
",W,101623,SHELTERS,-12475442.31,3945539.304
1946,33.377655,-112.068805,"EB BASELINE RD FS JESSE OWENS PKY
",E,56011,SHELTERS,-12475442.31,3945539.304
1947,33.58205,-112.122712,"WB PEORIA AVE FS 28TH DR
",E,125325,SHELTERS,-12481443.21,3972818.671
1948,33.58205,-112.122712,"WB PEORIA AVE FS 28TH DR
",W,76444,SHELTERS,-12481443.21,3972818.671
1949,33.582013,-112.134808,"WB PEORIA AVE FS 35TH AVE
",E,90106,SHELTERS,-12482789.73,3972813.727
1950,33.582013,-112.134808,"WB PEORIA AVE FS 35TH AVE
",W,52812,SHELTERS,-12482789.73,3972813.727
1951,33.581993,-112.147207,"WB PEORIA AVE FS 41ST AVE
",E,90106,SHELTERS,-12484169.98,3972811.054
1952,33.581993,-112.147207,"WB PEORIA AVE FS 41ST AVE
",W,52812,SHELTERS,-12484169.98,3972811.054
1953,33.392093,-112.072516,"EB SOUTHERN AVE FS CENTRAL AVE
",W,69434,SHELTERS,-12475855.41,3947464.147
1954,33.392093,-112.072516,"EB SOUTHERN AVE FS CENTRAL AVE
",E,42636,SHELTERS,-12475855.41,3947464.147
1955,33.392317,-112.099711,"WB SOUTHERN AVE FS 19TH AVE
",E,72714,SHELTERS,-12478882.75,3947494.013
1956,33.392317,-112.099711,"WB SOUTHERN AVE FS 19TH AVE
",W,43156,SHELTERS,-12478882.75,3947494.013
1957,33.392263,-112.117007,"WB SOUTHERN AVE FS 27TH AVE
",E,52593,SHELTERS,-12480808.13,3947486.813
1958,33.392263,-112.117007,"WB SOUTHERN AVE FS 27TH AVE
",W,31874,SHELTERS,-12480808.13,3947486.813
1959,33.480321,-112.075311,"WB THOMAS RD FS 1ST AVE
",E,96519,SHELTERS,-12476166.55,3959233.47
1960,33.480321,-112.075311,"WB THOMAS RD FS 1ST AVE
",W,57949,SHELTERS,-12476166.55,3959233.47
1961,33.480493,-112.126206,"WB THOMAS RD FS 31ST AVE
",E,58965,SHELTERS,-12481832.16,3959256.426
1962,33.480493,-112.126206,"WB THOMAS RD FS 31ST AVE
",W,35996,SHELTERS,-12481832.16,3959256.426
1963,33.480694,-112.130707,"WB THOMAS RD FS 33RD AVE
",E,58965,SHELTERS,-12482333.21,3959283.253
1964,33.480694,-112.130707,"WB THOMAS RD FS 33RD AVE
",W,35996,SHELTERS,-12482333.21,3959283.253
1965,33.480695,-112.135006,"WB THOMAS RD FS 35TH AVE
",E,89226,SHELTERS,-12482811.77,3959283.386
1966,33.480695,-112.135006,"WB THOMAS RD FS 35TH AVE
",W,52865,SHELTERS,-12482811.77,3959283.386
1967,33.480528,-112.152307,"WB THOMAS RD FS 43RD AVE
",E,69320,SHELTERS,-12484737.71,3959261.097
1968,33.480528,-112.152307,"WB THOMAS RD FS 43RD AVE
",W,41591,SHELTERS,-12484737.71,3959261.097
1969,33.480361,-112.080801,"WB THOMAS RD FS 5TH AVE
",E,96519,SHELTERS,-12476777.7,3959238.809
1970,33.480361,-112.080801,"WB THOMAS RD FS 5TH AVE
",W,57949,SHELTERS,-12476777.7,3959238.809
1971,33.48039,-112.203673,"WB THOMAS RD FS 67TH AVE
",E,83802,SHELTERS,-12490455.74,3959242.679
1972,33.48039,-112.203673,"WB THOMAS RD FS 67TH AVE
",W,50285,SHELTERS,-12490455.74,3959242.679
1973,33.480243,-112.221232,"WB THOMAS RD FS 75TH AVE
",E,71038,SHELTERS,-12492410.4,3959223.06
1974,33.480243,-112.221232,"WB THOMAS RD FS 75TH AVE
",W,42010,SHELTERS,-12492410.4,3959223.06
1975,33.480415,-112.083507,"WB THOMAS RD FS 7TH AVE
",E,88591,SHELTERS,-12477078.93,3959246.016
1976,33.480415,-112.083507,"WB THOMAS RD FS 7TH AVE
",W,52818,SHELTERS,-12477078.93,3959246.016
1977,33.480311,-112.074307,"WB THOMAS RD FS CENTRAL AVE
",E,96519,SHELTERS,-12476054.79,3959232.136
1978,33.480311,-112.074307,"WB THOMAS RD FS CENTRAL AVE
",W,57949,SHELTERS,-12476054.79,3959232.136
1979,33.480495,-112.118506,"WB THOMAS RD FS 27TH AVE
",E,111086,SHELTERS,-12480975,3959256.693
1980,33.480495,-112.118506,"WB THOMAS RD FS 27TH AVE
",W,66807,SHELTERS,-12480975,3959256.693
1981,33.611039,-112.107313,"WB THUNDERBIRD RD FS 23RD AVE
",E,90450,SHELTERS,-12479729,3976692.88
1982,33.611039,-112.107313,"WB THUNDERBIRD RD FS 23RD AVE
",W,53306,SHELTERS,-12479729,3976692.88
1983,33.610897,-112.12031,"WB THUNDERBIRD RD FS 2800
",E,113649,SHELTERS,-12481175.82,3976673.9
1984,33.610897,-112.12031,"WB THUNDERBIRD RD FS 2800
",W,67958,SHELTERS,-12481175.82,3976673.9
1985,33.611163,-112.100205,"WB THUNDERBIRD RD FS 19TH AVE
",E,90450,SHELTERS,-12478937.74,3976709.455
1986,33.611163,-112.100205,"WB THUNDERBIRD RD FS 19TH AVE
",W,53306,SHELTERS,-12478937.74,3976709.455
1987,33.610994,-112.111708,"WB THUNDERBIRD RD FS 26TH AVE
",E,90450,SHELTERS,-12480218.25,3976686.865
1988,33.610994,-112.111708,"WB THUNDERBIRD RD FS 26TH AVE
",W,53306,SHELTERS,-12480218.25,3976686.865
1989,33.610994,-112.134507,"WB THUNDERBIRD RD FS 35TH AVE
",S,75447,SHELTERS,-12482756.22,3976686.865
1990,33.610794,-112.152207,"WB THUNDERBIRD RD FS 43RD AVE
",E,86999,SHELTERS,-12484726.57,3976660.132
1991,33.610794,-112.152207,"WB THUNDERBIRD RD FS 43RD AVE
",W,50501,SHELTERS,-12484726.57,3976660.132
1992,33.610804,-112.165214,"WB THUNDERBIRD RD FS 49TH AVE
",E,90688,SHELTERS,-12486174.51,3976661.469
1993,33.610804,-112.165214,"WB THUNDERBIRD RD FS 49TH AVE
",W,52927,SHELTERS,-12486174.51,3976661.469
1994,33.654794,-112.100308,"WB UNION HILLS DR FS 19TH AVE
",E,75666,SHELTERS,-12478949.2,3982542.948
